,Unnamed: 0,Solvent,Solute,COSMO_RS,UNIFAC,mod_UNIFAC_Ly,mod_UNIFAC_Do,Abraham,HSP,Hildebrand,MOSCED,Literature,Ref,Solvent_SMILES,Solute_SMILES,key_ID,solute_idx,solvent_idx,log_gamma_exp,solute_smiles,solvent_smiles,DDB Solute,DDB Solvent,Ensemble_1,Ensemble_2,Ensemble_3,Ensemble_4,Ensemble_5,Ensemble_6,Ensemble_7,Ensemble_8,Ensemble_9,Ensemble_10,Ensemble_11,Ensemble_12,Ensemble_13,Ensemble_14,Ensemble_15,Ensemble_16,Ensemble_17,Ensemble_18,Ensemble_19,Ensemble_20,Ensemble_21,Ensemble_22,Ensemble_23,Ensemble_24,Ensemble_25,Ensemble_26,Ensemble_27,Ensemble_28,Ensemble_29,Ensemble_30,Ensemble_-1
1144,1144,Dibutyl phthalate,1-heptene,0.451075619,0.343589704,0.425267735,0.488580015,,0.357674444,1.095273387,,0.39877612,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCCC=C,23,112,0.39877612,CCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,23,112,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1145,1145,Dibutyl phthalate,1-octene,0.593326845,0.494696242,0.553885113,0.615185639,,0.405465108,0.924258902,,0.518793793,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCCCC=C,24,112,0.518793793,CCCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,24,112,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1146,1146,Dibutylamine,n-Heptane,0.270027137,0.157003749,0.165514438,0.277631737,,,,,0.19062036,[137] ,CCCCNCCCC,CCCCCCC,CCCCNCCCC CCCCCCC,11,113,0.19062036,CCCCCCC,CCCCNCCCC,11,113,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1147,1147,dichloroacetic acid,n-Hexane,2.559550193,3.309082093,3.335057579,2.827313622,,1.965712776,2.321406847,,2.674148649,[47] ,C(C(=O)O)(Cl)Cl,CCCCCC,C(C(=O)O)(Cl)Cl CCCCCC,0,114,2.674148649,CCCCCC,C(C(=O)O)(Cl)Cl,0,114,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1148,1148,dichloroacetic acid,Cyclohexane,2.134166441,2.850706502,2.811208293,2.716018371,,1.311031877,1.32972401,,2.183801557,[47] ,C(C(=O)O)(Cl)Cl,C1CCCCC1,C(C(=O)O)(Cl)Cl C1CCCCC1,1,114,2.183801557,C1CCCCC1,C(C(=O)O)(Cl)Cl,1,114,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1149,1149,dichloroacetic acid,Benzene,1.172482137,0.850150929,0.727548607,0.530628251,,0.75612198,0.631271777,,0.867100488,[47] ,C(C(=O)O)(Cl)Cl,c1ccccc1,C(C(=O)O)(Cl)Cl c1ccccc1,2,114,0.867100488,c1ccccc1,C(C(=O)O)(Cl)Cl,2,114,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train
1150,1150,dichloroacetic acid,2-methyl-2-butene,1.601405741,2.633326655,2.624668592,1.86252854,,0.951657876,2.254444718,,1.729884066,[47] ,C(C(=O)O)(Cl)Cl,CC=C(C)C,C(C(=O)O)(Cl)Cl CC=C(C)C,3,114,1.729884066,CC=C(C)C,C(C(=O)O)(Cl)Cl,3,114,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1151,1151,dichloroacetic acid,"2-methyl-1,3-butadiene",1.398716881,2.009555414,2.009555414,0.802001585,,,,,1.32972401,[47] ,C(C(=O)O)(Cl)Cl,CC(=C)C=C,C(C(=O)O)(Cl)Cl CC(=C)C=C,4,114,1.32972401,CC(=C)C=C,C(C(=O)O)(Cl)Cl,4,114,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Valid,Valid,Valid,Train,Train
1152,1152,Dichloromethane,Benzene,0.113328685,-0.430782916,-0.544727175,-0.010050336,0.418710335,0.182321557,-0.083381609,0.0,-0.083381609,[141] ,ClCCl,c1ccccc1,ClCCl c1ccccc1,2,115,-0.083381609,c1ccccc1,ClCCl,2,115,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
1153,1153,Dichloromethane,Toluene,0.104360015,-0.371063681,-0.446287103,0.029558802,0.476234179,0.165514438,-0.030459207,-0.010050336,-0.090042031,"['[141] ', '[61] ']",ClCCl,Cc1ccccc1,ClCCl Cc1ccccc1,8,115,-0.090042031,Cc1ccccc1,ClCCl,8,115,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Test
1154,1154,dichloromethane,n-Pentane,0.90825856,0.760805829,0.854415328,0.91228271,1.713797928,0.832909123,0.641853886,1.255616037,1.128736309,"['[142] ', '[54] ', '[61] ', '[61] ']",ClCCl,CCCCC,ClCCl CCCCC,5,115,1.128736309,CCCCC,ClCCl,5,115,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train
1155,1155,dichloromethane,n-Hexane,0.97455964,0.779324877,0.951657876,1.026041596,1.857859271,0.88376754,0.548121409,1.2753628,1.4225302675,"['[55] ', '[54] ']",ClCCl,CCCCCC,ClCCl CCCCCC,0,115,1.4225302675,CCCCCC,ClCCl,0,115,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1156,1156,dichloromethane,Ethanol,2.018895042,1.680827909,1.578978705,2.357073278,2.582486978,0.512823626,0.951657876,2.316487998,2.22028985,[61] ,ClCCl,CCO,ClCCl CCO,29,115,2.22028985,CCO,ClCCl,29,115,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
1157,1157,dichloromethane,"1,4-Dioxane",-1.30933332,-0.867500568,-1.021651248,-1.139434283,-0.653926467,-0.010050336,-0.116533816,-0.967584026,-0.867500568,[61] ,ClCCl,C1COCCO1,ClCCl C1COCCO1,43,115,-0.867500568,C1COCCO1,ClCCl,43,115,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1158,1158,dichloromethane,2-Butanone,-1.386294361,-0.867500568,-0.84397007,-0.820980552,-0.010050336,0.029558802,-0.105360516,-0.94160854,-0.820980552,[61] ,ClCCl,CCC(C)=O,ClCCl CCC(C)=O,30,115,-0.820980552,CCC(C)=O,ClCCl,30,115,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1159,1159,dichloromethane,triethylamine,-0.162518929,-0.051293294,0.182321557,-0.094310679,0.39877612,0.451075619,0.039220713,-0.478035801,-0.061875404,[61] ,ClCCl,CCN(CC)CC,ClCCl CCN(CC)CC,31,115,-0.061875404,CCN(CC)CC,ClCCl,31,115,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1160,1160,dicyanomethane,n-Hexane,5.763119994,,,,,,,,5.225746674,[47] ,N#CCC#N,CCCCCC,N#CCC#N CCCCCC,0,116,5.225746674,CCCCCC,N#CCC#N,0,116,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1161,1161,dicyanomethane,Cyclohexane,4.912140047,,,,,,,,4.48863637,[47] ,N#CCC#N,C1CCCCC1,N#CCC#N C1CCCCC1,1,116,4.48863637,C1CCCCC1,N#CCC#N,1,116,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1162,1162,dicyanomethane,Benzene,2.337952237,,,,,,,,2.00148,[47] ,N#CCC#N,c1ccccc1,N#CCC#N c1ccccc1,2,116,2.00148,c1ccccc1,N#CCC#N,2,116,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1163,1163,dicyanomethane,2-methyl-2-butene,3.768383555,,,,,,,,3.660994251,[47] ,N#CCC#N,CC=C(C)C,N#CCC#N CC=C(C)C,3,116,3.660994251,CC=C(C)C,N#CCC#N,3,116,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1164,1164,dicyanomethane,"2-methyl-1,3-butadiene",2.962692419,,,,,,,,2.879198457,[47] ,N#CCC#N,CC(=C)C=C,N#CCC#N CC(=C)C=C,4,116,2.879198457,CC(=C)C=C,N#CCC#N,4,116,Train,Train,Train,Valid,Train,Train,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
1165,1165,diethyl carbonate,n-Pentane,0.97455964,,,0.891998039,,0.246860078,0.392042088,,1.064710737,[74] ,CCOC(=O)OCC,CCCCC,CCOC(=O)OCC CCCCC,5,117,1.064710737,CCCCC,CCOC(=O)OCC,5,117,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1166,1166,diethyl carbonate,Cyclohexane,0.928219303,,,0.924258902,,0.067658648,-0.15082289,,1.350667183,[143] ,CCOC(=O)OCC,C1CCCCC1,CCOC(=O)OCC C1CCCCC1,1,117,1.350667183,C1CCCCC1,CCOC(=O)OCC,1,117,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Test
1167,1167,diethyl carbonate,Benzene,-0.020202707,,,-0.030459207,,-0.072570693,-0.274436846,,-0.094310679,[143] ,CCOC(=O)OCC,c1ccccc1,CCOC(=O)OCC c1ccccc1,2,117,-0.094310679,c1ccccc1,CCOC(=O)OCC,2,117,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
1168,1168,diethyl carbonate,1-pentene,0.494696242,,,0.559615788,,0.029558802,0.385262401,,0.647103242,[74] ,CCOC(=O)OCC,CCCC=C,CCOC(=O)OCC CCCC=C,32,117,0.647103242,CCCC=C,CCOC(=O)OCC,32,117,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train
1169,1169,diethyl ether,Cyclohexane,0.292669614,0.336472237,0.254642218,0.277631737,0.3074847,0.165514438,-0.061875404,0.662687973,0.438254931,[57] ,CCOCC,C1CCCCC1,CCOCC C1CCCCC1,1,118,0.438254931,C1CCCCC1,CCOCC,1,118,Valid,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1170,1170,diethyl oxalate,n-Pentane,1.558144618,1.272565596,1.291983682,1.345472367,,0.828551818,1.474763009,,1.89761986,[74] ,CCOC(=O)C(=O)OCC,CCCCC,CCOC(=O)C(=O)OCC CCCCC,5,119,1.89761986,CCCCC,CCOC(=O)C(=O)OCC,5,119,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1171,1171,diethyl oxalate,1-pentene,0.932164081,0.792992516,0.819779831,0.841567186,,0.336472237,1.470175845,,1.340250423,[74] ,CCOC(=O)C(=O)OCC,CCCC=C,CCOC(=O)C(=O)OCC CCCC=C,32,119,1.340250423,CCCC=C,CCOC(=O)C(=O)OCC,32,119,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Valid,Train
1172,1172,Diethylamine,n-Heptane,0.587786665,0.378436436,0.412109651,0.438254931,,0.262364264,-0.072570693,,0.451075619,[137] ,CCNCC,CCCCCCC,CCNCC CCCCCCC,11,120,0.451075619,CCCCCCC,CCNCC,11,120,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1173,1173,Diethyldisulfide,Cyclohexane,0.506817602,0.717839793,0.708035793,-0.174353387,,,,,0.6392153575,"['[134] ', '[133] ']",CCSSCC,C1CCCCC1,CCSSCC C1CCCCC1,1,121,0.6392153575,C1CCCCC1,CCSSCC,1,121,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train
1174,1174,Diethyldisulfide,n-Heptane,0.727548607,0.963174318,0.963174318,0.647103242,,,,,0.641853886,"['[134] ', '[133] ']",CCSSCC,CCCCCCC,CCSSCC CCCCCCC,11,121,0.641853886,CCCCCCC,CCSSCC,11,121,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1175,1175,Diethylene Glycol,n-Hexane,3.113515309,2.892591515,2.736961545,3.951820475,4.183423245,4.494015137,3.621135802,,4.67263307325,"['[144] ', '[47] ', '[73] ', '[5] ']",C(COCCO)O,CCCCCC,C(COCCO)O CCCCCC,0,122,4.67263307325,CCCCCC,C(COCCO)O,0,122,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1176,1176,Diethylene Glycol,Cyclohexane,2.663749942,2.604909442,2.292534757,3.788951008,3.602776755,3.529590596,2.283402274,,3.929862924,"['[144] ', '[5] ']",C(COCCO)O,C1CCCCC1,C(COCCO)O C1CCCCC1,1,122,3.929862924,C1CCCCC1,C(COCCO)O,1,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1177,1177,Diethylene Glycol,n-Heptane,3.505857652,3.327191968,3.121483479,4.385022144,4.60736777,5.032331552,3.343568269,,5.105927108,"['[144] ', '[5] ']",C(COCCO)O,CCCCCCC,C(COCCO)O CCCCCCC,11,122,5.105927108,CCCCCCC,C(COCCO)O,11,122,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1178,1178,Diethylene Glycol,methylcyclohexane,2.99723115,3.060583246,2.681706226,3.967079211,3.992865393,3.986759352,2.809402695,,4.355286688,"['[144] ', '[5] ']",C(COCCO)O,CC1CCCCC1,C(COCCO)O CC1CCCCC1,69,122,4.355286688,CC1CCCCC1,C(COCCO)O,69,122,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Valid,Train,Valid,Train,Train,Train,Valid,Train,Test
1179,1179,Diethylene Glycol,n-Octane,3.894266284,3.746440565,3.499231122,4.815269024,5.082707863,5.585674386,3.214867803,,5.519456907,"['[144] ', '[5] ']",C(COCCO)O,CCCCCCCC,C(COCCO)O CCCCCCCC,13,122,5.519456907,CCCCCCCC,C(COCCO)O,13,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
1180,1180,Diethylene Glycol,"2,2,4-trimethylpentane",3.486151088,3.748326913,3.550191934,4.809742352,4.637830968,5.880030067,4.287028906,,5.3040654495,"['[144] ', '[5] ']",C(COCCO)O,CC(C)CC(C)(C)C,C(COCCO)O CC(C)CC(C)(C)C,81,122,5.3040654495,CC(C)CC(C)(C)C,C(COCCO)O,81,122,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1181,1181,Diethylene Glycol,ethylcyclohexane,3.363149314,3.494991261,3.063390922,4.413525302,,,,,4.762173935,[144] ,C(COCCO)O,CCC1CCCCC1,C(COCCO)O CCC1CCCCC1,16,122,4.762173935,CCC1CCCCC1,C(COCCO)O,16,122,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train
1182,1182,Diethylene Glycol,n-Nonane,4.278608675,4.152927886,3.870992656,5.242593218,5.632035815,6.142875764,3.086029912,,5.9425202965,"['[144] ', '[5] ']",C(COCCO)O,CCCCCCCCC,C(COCCO)O CCCCCCCCC,17,122,5.9425202965,CCCCCCCCC,C(COCCO)O,17,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
1183,1183,Diethylene Glycol,Benzene,1.30833282,1.519513205,1.137833002,2.111424588,1.539015448,2.516082267,1.302912752,,1.9008552446666669,"['[144] ', '[47] ', '[5] ']",C(COCCO)O,c1ccccc1,C(COCCO)O c1ccccc1,2,122,1.9008552446666669,c1ccccc1,C(COCCO)O,2,122,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1184,1184,Diethylene Glycol,Toluene,1.719188776,1.931521412,1.439835128,2.357073278,1.915450942,2.856470206,1.517322624,,2.3369748505,"['[144] ', '[5] ']",C(COCCO)O,Cc1ccccc1,C(COCCO)O Cc1ccccc1,8,122,2.3369748505,Cc1ccccc1,C(COCCO)O,8,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1185,1185,Diethylene Glycol,m-Xylene,2.063058062,2.274185618,1.690095815,2.609334228,2.296567021,3.126760536,1.583093937,,2.829532005,"['[144] ', '[5] ']",C(COCCO)O,Cc1cccc(C)c1,C(COCCO)O Cc1cccc(C)c1,72,122,2.829532005,Cc1cccc(C)c1,C(COCCO)O,72,122,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1186,1186,Diethylene Glycol,p-Xylene,2.073171929,2.274185618,1.690095815,2.609334228,2.240709689,3.08876714,1.684545385,,2.8417898835,"['[144] ', '[5] ']",C(COCCO)O,Cc1ccc(C)cc1,C(COCCO)O Cc1ccc(C)cc1,73,122,2.8417898835,Cc1ccc(C)cc1,C(COCCO)O,73,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1187,1187,Diethylene Glycol,o-Xylene,1.95586048,2.274185618,1.690095815,2.609334228,2.181546765,3.045474365,1.578978705,,2.7040341155,"['[144] ', '[5] ']",C(COCCO)O,Cc1ccccc1C,C(COCCO)O Cc1ccccc1C,79,122,2.7040341155,Cc1ccccc1C,C(COCCO)O,79,122,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
1188,1188,Diethylene Glycol,ethylbenzene,2.05284086,2.392425797,1.838961071,3.104138147,2.336019869,3.630190458,1.701105101,,2.785011242,"['[144] ', '[5] ']",C(COCCO)O,CCc1ccccc1,C(COCCO)O CCc1ccccc1,9,122,2.785011242,CCc1ccccc1,C(COCCO)O,9,122,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1189,1189,Diethylene Glycol,Propylbenzene,2.405141681,2.795450391,2.190535589,3.548754946,2.719978772,,,,3.254242969,[144] ,C(COCCO)O,CCCc1ccccc1,C(COCCO)O CCCc1ccccc1,114,122,3.254242969,CCCc1ccccc1,C(COCCO)O,114,122,Train,Train,Train,Train,Valid,Train,Valid,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1190,1190,Diethylene Glycol,Isopropylbenzene,2.306577114,2.840247371,2.232162629,3.390136434,2.6651427,4.181744753,1.562346305,,3.19047635,[144] ,C(COCCO)O,CC(C)c1ccccc1,C(COCCO)O CC(C)c1ccccc1,115,122,3.19047635,CC(C)c1ccccc1,C(COCCO)O,115,122,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1191,1191,Diethylene Glycol,cis-2-hexene,2.444084655,2.816605608,2.663749942,3.499835352,,,,,3.923951576,[144] ,C(COCCO)O,CCC\C=C/C,C(COCCO)O CCC\C=C/C,116,122,3.923951576,CCC\C=C/C,C(COCCO)O,116,122,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Test
1192,1192,Diethylene Glycol,cyclohexene,2.090628731,2.538447417,2.223541886,2.959068289,2.947591898,2.084429083,1.621366483,,3.240482192,"['[144] ', '[5] ']",C(COCCO)O,C1CCC=CC1,C(COCCO)O C1CCC=CC1,33,122,3.240482192,C1CCC=CC1,C(COCCO)O,33,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train
1193,1193,Diethylene Glycol,1-heptene,2.823757009,3.298426104,3.090132949,3.93456697,3.914021008,3.780318514,3.363841595,,4.4188224625,"['[144] ', '[5] ']",C(COCCO)O,CCCCCC=C,C(COCCO)O CCCCCC=C,23,122,4.4188224625,CCCCCC=C,C(COCCO)O,23,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
1194,1194,Diethylene Glycol,1-octene,3.239070532,3.716737782,3.463232773,4.373238129,4.391853195,4.131479769,3.190887788,,4.852030264,[144] ,C(COCCO)O,CCCCCCC=C,C(COCCO)O CCCCCCC=C,24,122,4.852030264,CCCCCCC=C,C(COCCO)O,24,122,Train,Valid,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1195,1195,Diethylene Glycol,"2,4,4-trimethyl-1-pentene",2.892037037,3.706719372,3.575990672,4.38152651,,,,,4.691347882,[144] ,C(COCCO)O,CC(=C)CC(C)(C)C,C(COCCO)O CC(=C)CC(C)(C)C,117,122,4.691347882,CC(=C)CC(C)(C)C,C(COCCO)O,117,122,Train,Train,Valid,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1196,1196,diethylene glycol,n-Decane,4.656718448,4.549340301,4.238444906,5.667360508,6.15968718,6.720642261,3.096029995,,6.41083256,[5] ,C(COCCO)O,CCCCCCCCCC,C(COCCO)O CCCCCCCCCC,21,122,6.41083256,CCCCCCCCCC,C(COCCO)O,21,122,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
1197,1197,diethylene glycol,n-Undecane,5.033244437,4.93749096,4.602667056,6.089906182,6.241464223,,,,6.854881789,[5] ,C(COCCO)O,CCCCCCCCCCC,C(COCCO)O CCCCCCCCCCC,71,122,6.854881789,CCCCCCCCCCC,C(COCCO)O,71,122,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1198,1198,diethylene glycol,"1,7-octadiene",2.644044871,3.726416058,3.467921014,4.024815833,,,,,4.15575319,[5] ,C(COCCO)O,C=CCCCCC=C,C(COCCO)O C=CCCCCC=C,74,122,4.15575319,C=CCCCCC=C,C(COCCO)O,74,122,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
